Unicast lids [0x0-0xaa] of switch guid 0xf4521403005cc310
Unicast lids [0x0-0xaa] of switch guid 0xe41d2d030007e5a0
0x0002 006 : (Channel Adapter portguid guid: r02n12)
0x0003 007 : (Channel Adapter portguid guid: r02n13)
0x0004 006 : (Channel Adapter portguid guid: r02n08)
0x0005 008 : (Channel Adapter portguid guid: r02n15)
0x0006 008 : (Channel Adapter portguid guid: r02n11)
0x0007 007 : (Channel Adapter portguid guid: r02n09)
0x0008 007 : (Channel Adapter portguid guid: r02n04)
0x0009 008 : (Channel Adapter portguid guid: r02n02)
0x000a 005 : (Channel Adapter portguid guid: r02n06)
0x000b 008 : (Channel Adapter portguid guid: r02n07)
0x000c 005 : (Channel Adapter portguid guid: r02n14)
0x000d 006 : (Channel Adapter portguid guid: r02n16)
0x000e 005 : (Channel Adapter portguid guid: r02n10)
0x000f 006 : (Channel Adapter portguid guid: r02n03)
0x0010 005 : (Channel Adapter portguid guid: r02n01)
0x0011 007 : (Channel Adapter portguid guid: r02n18)
0x0013 008 : (Channel Adapter portguid guid: r06n05)
0x0014 006 : (Channel Adapter portguid guid: r06n16)
0x0015 008 : (Channel Adapter portguid guid: r05n11)
0x0016 006 : (Channel Adapter portguid guid: r06n06)
0x0017 008 : (Channel Adapter portguid guid: r05n03)
0x0018 005 : (Channel Adapter portguid guid: r07n12)
0x0019 005 : (Channel Adapter portguid guid: r06n18)
0x001a 006 : (Channel Adapter portguid guid: r07n10)
0x001c 005 : (Channel Adapter portguid guid: r05n10)
0x001d 006 : (Channel Adapter portguid guid: r07n06)
0x001e 008 : (Channel Adapter portguid guid: r05n15)
0x001f 006 : (Channel Adapter portguid guid: r05n04)
0x0020 008 : (Channel Adapter portguid guid: r07n01)
0x0021 007 : (Channel Adapter portguid guid: r06n07)
0x0022 005 : (Channel Adapter portguid guid: r08n05)
0x0023 005 : (Channel Adapter portguid guid: r07n08)
0x0024 007 : (Channel Adapter portguid guid: r08n07)
0x0025 008 : (Channel Adapter portguid guid: r04n09)
0x0026 008 : (Channel Adapter portguid guid: r07n05)
0x0027 008 : (Channel Adapter portguid guid: r06n01)
0x0028 009 : (Channel Adapter portguid guid: r08n09)
0x0029 007 : (Channel Adapter portguid guid: r07n03)
0x002a 006 : (Channel Adapter portguid guid: r05n12)
0x002b 018 : (Channel Adapter portguid guid: r08n18)
0x002c 005 : (Channel Adapter portguid guid: r05n14)
0x002d 005 : (Channel Adapter portguid guid: r06n14)
0x002e 007 : (Channel Adapter portguid guid: r05n01)
0x002f 005 : (Channel Adapter portguid guid: r05n18)
0x0030 008 : (Channel Adapter portguid guid: r07n13)
0x0031 007 : (Channel Adapter portguid guid: r05n13)
0x0032 005 : (Channel Adapter portguid guid: r06n10)
0x0033 016 : (Channel Adapter portguid guid: r08n16)
0x0034 007 : (Channel Adapter portguid guid: r07n07)
0x0035 005 : (Channel Adapter portguid guid: r07n04)
0x0036 005 : (Channel Adapter portguid guid: r07n16)
0x0038 010 : (Channel Adapter portguid guid: r08n10)
0x0039 006 : (Channel Adapter portguid guid: r07n02)
0x003a 008 : (Channel Adapter portguid guid: r05n07)
0x003b 007 : (Channel Adapter portguid guid: r06n13)
0x003c 005 : (Channel Adapter portguid guid: r05n02)
0x003d 008 : (Channel Adapter portguid guid: r08n08)
0x003e 017 : (Channel Adapter portguid guid: r08n17)
0x003f 004 : (Channel Adapter portguid guid: r08n04)
0x0040 005 : (Channel Adapter portguid guid: r06n04)
0x0041 006 : (Channel Adapter portguid guid: r05n16)
0x0042 007 : (Channel Adapter portguid guid: r07n11)
0x0043 015 : (Channel Adapter portguid guid: r08n15)
0x0044 006 : (Channel Adapter portguid guid: r07n14)
0x0045 003 : (Channel Adapter portguid guid: r08n03)
0x0046 007 : (Channel Adapter portguid guid: r05n05)
0x0047 005 : (Channel Adapter portguid guid: r05n06)
0x0048 008 : (Channel Adapter portguid guid: r06n15)
0x0049 007 : (Channel Adapter portguid guid: r07n15)
0x004a 008 : (Channel Adapter portguid guid: r07n17)
0x004b 007 : (Channel Adapter portguid guid: r06n03)
0x004c 006 : (Channel Adapter portguid guid: r05n08)
0x004d 006 : (Channel Adapter portguid guid: r06n12)
0x004e 007 : (Channel Adapter portguid guid: r06n17)
0x004f 013 : (Channel Adapter portguid guid: r08n13)
0x0050 011 : (Channel Adapter portguid guid: r08n11)
0x0051 005 : (Channel Adapter portguid guid: r09n03)
0x0052 005 : (Channel Adapter portguid guid: r09n07)
0x0053 014 : (Channel Adapter portguid guid: r08n14)
0x0054 005 : (Channel Adapter portguid guid: r09n11)
0x0055 006 : (Channel Adapter portguid guid: r08n06)
0x0056 012 : (Channel Adapter portguid guid: r08n12)
0x0057 002 : (Channel Adapter portguid guid: r08n02)
0x0058 008 : (Channel Adapter portguid guid: r06n11)
0x0059 007 : (Channel Adapter portguid guid: r05n17)
0x005a 001 : (Channel Adapter portguid guid: r08n01)
0x005b 008 : (Channel Adapter portguid guid: r04n05)
0x005c 008 : (Channel Adapter portguid guid: r07n09)
0x005d 006 : (Channel Adapter portguid guid: r06n02)
0x005e 008 : (Channel Adapter portguid guid: r01n12)
0x005f 006 : (Channel Adapter portguid guid: r03n07)
0x0060 006 : (Channel Adapter portguid guid: MF0;switch-e1b2ec:SX6036/U1)
0x0061 008 : (Channel Adapter portguid guid: r01n04)
0x0062 005 : (Channel Adapter portguid guid: r01n07)
0x0063 008 : (Channel Adapter portguid guid: r03n14)
0x0064 005 : (Channel Adapter portguid guid: r03n13)
0x0065 007 : (Channel Adapter portguid guid: r01n18)
0x0066 008 : (Channel Adapter portguid guid: r04n13)
0x0067 008 : (Channel Adapter portguid guid: r09n12)
0x0068 006 : (Channel Adapter portguid guid: r01n09)
0x0069 005 : (Channel Adapter portguid guid: r04n08)
0x006a 008 : (Channel Adapter portguid guid: r03n10)
0x006b 007 : (Channel Adapter portguid guid: r01n02)
0x006c 007 : (Channel Adapter portguid guid: r05n09)
0x006d 007 : (Channel Adapter portguid guid: r09n16)
0x006e 008 : (Channel Adapter portguid guid: r09n08)
0x006f 008 : (Channel Adapter portguid guid: r01n16)
0x0070 007 : (Channel Adapter portguid guid: r03n04)
0x0071 006 : (Channel Adapter portguid guid: r04n10)
0x0072 005 : (Channel Adapter portguid guid: r04n12)
0x0073 005 : (Channel Adapter portguid guid: r04n04)
0x0074 005 : (Channel Adapter portguid guid: r01n11)
0x0075 005 : (Channel Adapter portguid guid: r03n01)
0x0076 008 : (Channel Adapter portguid guid: r09n04)
0x0077 006 : (Channel Adapter portguid guid: r09n14)
0x0078 005 : (Channel Adapter portguid guid: r01n03)
0x0079 007 : (Channel Adapter portguid guid: r09n06)
0x007a 005 : (Channel Adapter portguid guid: r03n17)
0x007b 006 : (Channel Adapter portguid guid: r01n05)
0x007c 007 : (Channel Adapter portguid guid: r01n10)
0x007d 006 : (Channel Adapter portguid guid: r09n09)
0x007e 007 : (Channel Adapter portguid guid: r03n12)
0x007f 006 : (Channel Adapter portguid guid: r01n17)
0x0080 007 : (Channel Adapter portguid guid: r09n10)
0x0081 006 : (Channel Adapter portguid guid: r09n05)
0x0082 006 : (Channel Adapter portguid guid: r04n02)
0x0083 006 : (Channel Adapter portguid guid: r03n15)
0x0084 008 : (Channel Adapter portguid guid: r04n01)
0x0085 006 : (Channel Adapter portguid guid: r04n14)
0x0086 005 : (Channel Adapter portguid guid: r09n17)
0x0087 007 : (Channel Adapter portguid guid: r04n03)
0x0088 007 : (Channel Adapter portguid guid: r04n11)
0x0089 007 : (Channel Adapter portguid guid: r01n14)
0x008a 007 : (Channel Adapter portguid guid: r04n15)
0x008b 006 : (Channel Adapter portguid guid: r04n18)
0x008c 006 : (Channel Adapter portguid guid: r03n11)
0x008d 007 : (Channel Adapter portguid guid: r09n02)
0x008e 006 : (Channel Adapter portguid guid: r09n01)
0x008f 007 : (Channel Adapter portguid guid: r03n16)
0x0090 007 : (Channel Adapter portguid guid: r03n08)
0x0091 006 : (Channel Adapter portguid guid: r04n06)
0x0092 008 : (Channel Adapter portguid guid: r03n06)
0x0093 008 : (Channel Adapter portguid guid: r03n02)
0x0094 006 : (Channel Adapter portguid guid: r01n13)
0x0095 005 : (Channel Adapter portguid guid: r04n16)
0x0098 008 : (Channel Adapter portguid guid: r01n08)
0x0099 005 : (Channel Adapter portguid guid: r03n09)
0x009a 005 : (Channel Adapter portguid guid: r01n15)
0x009b 007 : (Channel Adapter portguid guid: r04n07)
0x009c 007 : (Channel Adapter portguid guid: r01n06)
0x009d 006 : (Channel Adapter portguid guid: r03n03)
0x009e 008 : (Channel Adapter portguid guid: r04n17)
0x009f 005 : (Channel Adapter portguid guid: r03n05)
0x00a0 006 : (Channel Adapter portguid guid: r01n01)
0x00a1 008 : (Channel Adapter portguid guid: MF0;switch-e1b17c:SX6036/U1)
0x00a2 005 : (Channel Adapter portguid guid: MF0;switch-e68364:SX6036/U1)
0x00a3 007 : (Channel Adapter portguid guid: MF0;switch-e1b324:SX6036/U1)
0x00a6 005 : (Channel Adapter portguid guid: MF0;ibswitch:SX6036/U1)
0x00a9 008 : (Channel Adapter portguid guid: SwitchX -  Mellanox Technologies)
0x00aa 007 : (Channel Adapter portguid guid: MF0;ibleaf1:SX6036/U1)
Unicast lids [0x0-0xaa] of switch guid 0xf4521403005cc510
0x0002 003 : (Channel Adapter portguid guid: r02n12)
0x0003 002 : (Channel Adapter portguid guid: r02n13)
0x0004 003 : (Channel Adapter portguid guid: r02n08)
0x0005 001 : (Channel Adapter portguid guid: r02n15)
0x0006 001 : (Channel Adapter portguid guid: r02n11)
0x0007 002 : (Channel Adapter portguid guid: r02n09)
0x0008 002 : (Channel Adapter portguid guid: r02n04)
0x0009 001 : (Channel Adapter portguid guid: r02n02)
0x000a 004 : (Channel Adapter portguid guid: r02n06)
0x000b 001 : (Channel Adapter portguid guid: r02n07)
0x000c 004 : (Channel Adapter portguid guid: r02n14)
0x000d 003 : (Channel Adapter portguid guid: r02n16)
0x000e 004 : (Channel Adapter portguid guid: r02n10)
0x000f 003 : (Channel Adapter portguid guid: r02n03)
0x0010 004 : (Channel Adapter portguid guid: r02n01)
0x0011 002 : (Channel Adapter portguid guid: r02n18)
0x0013 001 : (Channel Adapter portguid guid: r06n05)
0x0014 003 : (Channel Adapter portguid guid: r06n16)
0x0015 001 : (Channel Adapter portguid guid: r05n11)
0x0016 003 : (Channel Adapter portguid guid: r06n06)
0x0017 001 : (Channel Adapter portguid guid: r05n03)
0x0018 004 : (Channel Adapter portguid guid: r07n12)
0x0019 004 : (Channel Adapter portguid guid: r06n18)
0x001a 003 : (Channel Adapter portguid guid: r07n10)
0x001c 004 : (Channel Adapter portguid guid: r05n10)
0x001d 003 : (Channel Adapter portguid guid: r07n06)
0x001e 001 : (Channel Adapter portguid guid: r05n15)
0x001f 003 : (Channel Adapter portguid guid: r05n04)
0x0020 001 : (Channel Adapter portguid guid: r07n01)
0x0021 002 : (Channel Adapter portguid guid: r06n07)
0x0022 003 : (Channel Adapter portguid guid: r08n05)
0x0023 004 : (Channel Adapter portguid guid: r07n08)
0x0024 004 : (Channel Adapter portguid guid: r08n07)
0x0025 001 : (Channel Adapter portguid guid: r04n09)
0x0026 001 : (Channel Adapter portguid guid: r07n05)
0x0027 001 : (Channel Adapter portguid guid: r06n01)
0x0028 003 : (Channel Adapter portguid guid: r08n09)
0x0029 002 : (Channel Adapter portguid guid: r07n03)
0x002a 003 : (Channel Adapter portguid guid: r05n12)
0x002b 002 : (Channel Adapter portguid guid: r08n18)
0x002c 004 : (Channel Adapter portguid guid: r05n14)
0x002d 004 : (Channel Adapter portguid guid: r06n14)
0x002e 002 : (Channel Adapter portguid guid: r05n01)
0x002f 004 : (Channel Adapter portguid guid: r05n18)
0x0030 001 : (Channel Adapter portguid guid: r07n13)
0x0031 002 : (Channel Adapter portguid guid: r05n13)
0x0032 004 : (Channel Adapter portguid guid: r06n10)
0x0033 001 : (Channel Adapter portguid guid: r08n16)
0x0034 002 : (Channel Adapter portguid guid: r07n07)
0x0035 004 : (Channel Adapter portguid guid: r07n04)
0x0036 004 : (Channel Adapter portguid guid: r07n16)
0x0038 002 : (Channel Adapter portguid guid: r08n10)
0x0039 003 : (Channel Adapter portguid guid: r07n02)
0x003a 001 : (Channel Adapter portguid guid: r05n07)
0x003b 002 : (Channel Adapter portguid guid: r06n13)
0x003c 004 : (Channel Adapter portguid guid: r05n02)
0x003d 001 : (Channel Adapter portguid guid: r08n08)
0x003e 003 : (Channel Adapter portguid guid: r08n17)
0x003f 001 : (Channel Adapter portguid guid: r08n04)
0x0040 004 : (Channel Adapter portguid guid: r06n04)
0x0041 003 : (Channel Adapter portguid guid: r05n16)
0x0042 002 : (Channel Adapter portguid guid: r07n11)
0x0043 004 : (Channel Adapter portguid guid: r08n15)
0x0044 003 : (Channel Adapter portguid guid: r07n14)
0x0045 004 : (Channel Adapter portguid guid: r08n03)
0x0046 002 : (Channel Adapter portguid guid: r05n05)
0x0047 004 : (Channel Adapter portguid guid: r05n06)
0x0048 001 : (Channel Adapter portguid guid: r06n15)
0x0049 002 : (Channel Adapter portguid guid: r07n15)
0x004a 001 : (Channel Adapter portguid guid: r07n17)
0x004b 002 : (Channel Adapter portguid guid: r06n03)
0x004c 003 : (Channel Adapter portguid guid: r05n08)
0x004d 003 : (Channel Adapter portguid guid: r06n12)
0x004e 002 : (Channel Adapter portguid guid: r06n17)
0x004f 003 : (Channel Adapter portguid guid: r08n13)
0x0050 004 : (Channel Adapter portguid guid: r08n11)
0x0051 003 : (Channel Adapter portguid guid: r09n03)
0x0052 007 : (Channel Adapter portguid guid: r09n07)
0x0053 002 : (Channel Adapter portguid guid: r08n14)
0x0054 011 : (Channel Adapter portguid guid: r09n11)
0x0055 002 : (Channel Adapter portguid guid: r08n06)
0x0056 001 : (Channel Adapter portguid guid: r08n12)
0x0057 002 : (Channel Adapter portguid guid: r08n02)
0x0058 001 : (Channel Adapter portguid guid: r06n11)
0x0059 002 : (Channel Adapter portguid guid: r05n17)
0x005a 003 : (Channel Adapter portguid guid: r08n01)
0x005b 001 : (Channel Adapter portguid guid: r04n05)
0x005c 001 : (Channel Adapter portguid guid: r07n09)
0x005d 003 : (Channel Adapter portguid guid: r06n02)
0x005e 001 : (Channel Adapter portguid guid: r01n12)
0x005f 003 : (Channel Adapter portguid guid: r03n07)
0x0060 032 : (Channel Adapter portguid guid: MF0;switch-e1b2ec:SX6036/U1)
0x0061 001 : (Channel Adapter portguid guid: r01n04)
0x0062 004 : (Channel Adapter portguid guid: r01n07)
0x0063 001 : (Channel Adapter portguid guid: r03n14)
0x0064 004 : (Channel Adapter portguid guid: r03n13)
0x0065 002 : (Channel Adapter portguid guid: r01n18)
0x0066 001 : (Channel Adapter portguid guid: r04n13)
0x0067 012 : (Channel Adapter portguid guid: r09n12)
0x0068 003 : (Channel Adapter portguid guid: r01n09)
0x0069 004 : (Channel Adapter portguid guid: r04n08)
0x006a 001 : (Channel Adapter portguid guid: r03n10)
0x006b 002 : (Channel Adapter portguid guid: r01n02)
0x006c 002 : (Channel Adapter portguid guid: r05n09)
0x006d 016 : (Channel Adapter portguid guid: r09n16)
0x006e 008 : (Channel Adapter portguid guid: r09n08)
0x006f 001 : (Channel Adapter portguid guid: r01n16)
0x0070 002 : (Channel Adapter portguid guid: r03n04)
0x0071 003 : (Channel Adapter portguid guid: r04n10)
0x0072 004 : (Channel Adapter portguid guid: r04n12)
0x0073 004 : (Channel Adapter portguid guid: r04n04)
0x0074 004 : (Channel Adapter portguid guid: r01n11)
0x0075 004 : (Channel Adapter portguid guid: r03n01)
0x0076 004 : (Channel Adapter portguid guid: r09n04)
0x0077 014 : (Channel Adapter portguid guid: r09n14)
0x0078 004 : (Channel Adapter portguid guid: r01n03)
0x0079 006 : (Channel Adapter portguid guid: r09n06)
0x007a 004 : (Channel Adapter portguid guid: r03n17)
0x007b 003 : (Channel Adapter portguid guid: r01n05)
0x007c 002 : (Channel Adapter portguid guid: r01n10)
0x007d 009 : (Channel Adapter portguid guid: r09n09)
0x007e 002 : (Channel Adapter portguid guid: r03n12)
0x007f 003 : (Channel Adapter portguid guid: r01n17)
0x0080 010 : (Channel Adapter portguid guid: r09n10)
0x0081 005 : (Channel Adapter portguid guid: r09n05)
0x0082 003 : (Channel Adapter portguid guid: r04n02)
0x0083 003 : (Channel Adapter portguid guid: r03n15)
0x0084 001 : (Channel Adapter portguid guid: r04n01)
0x0085 003 : (Channel Adapter portguid guid: r04n14)
0x0086 017 : (Channel Adapter portguid guid: r09n17)
0x0087 002 : (Channel Adapter portguid guid: r04n03)
0x0088 002 : (Channel Adapter portguid guid: r04n11)
0x0089 002 : (Channel Adapter portguid guid: r01n14)
0x008a 002 : (Channel Adapter portguid guid: r04n15)
0x008b 003 : (Channel Adapter portguid guid: r04n18)
0x008c 003 : (Channel Adapter portguid guid: r03n11)
0x008d 002 : (Channel Adapter portguid guid: r09n02)
0x008e 001 : (Channel Adapter portguid guid: r09n01)
0x008f 002 : (Channel Adapter portguid guid: r03n16)
0x0090 002 : (Channel Adapter portguid guid: r03n08)
0x0091 003 : (Channel Adapter portguid guid: r04n06)
0x0092 001 : (Channel Adapter portguid guid: r03n06)
0x0093 001 : (Channel Adapter portguid guid: r03n02)
0x0094 003 : (Channel Adapter portguid guid: r01n13)
0x0095 004 : (Channel Adapter portguid guid: r04n16)
0x0098 001 : (Channel Adapter portguid guid: r01n08)
0x0099 004 : (Channel Adapter portguid guid: r03n09)
0x009a 004 : (Channel Adapter portguid guid: r01n15)
0x009b 002 : (Channel Adapter portguid guid: r04n07)
0x009c 002 : (Channel Adapter portguid guid: r01n06)
0x009d 003 : (Channel Adapter portguid guid: r03n03)
0x009e 001 : (Channel Adapter portguid guid: r04n17)
0x009f 004 : (Channel Adapter portguid guid: r03n05)
0x00a0 003 : (Channel Adapter portguid guid: r01n01)
0x00a1 003 : (Channel Adapter portguid guid: MF0;switch-e1b17c:SX6036/U1)
0x00a2 004 : (Channel Adapter portguid guid: MF0;switch-e68364:SX6036/U1)
0x00a3 002 : (Channel Adapter portguid guid: MF0;switch-e1b324:SX6036/U1)
0x00a6 001 : (Channel Adapter portguid guid: MF0;ibswitch:SX6036/U1)
0x00a9 001 : (Channel Adapter portguid guid: SwitchX -  Mellanox Technologies)
0x00aa 004 : (Channel Adapter portguid guid: MF0;ibleaf1:SX6036/U1)
Unicast lids [0x0-0xaa] of switch guid 0xf4521403005cc590
0x0002 030 : (Channel Adapter portguid guid: r02n12)
0x0003 029 : (Channel Adapter portguid guid: r02n13)
0x0004 030 : (Channel Adapter portguid guid: r02n08)
0x0005 032 : (Channel Adapter portguid guid: r02n15)
0x0006 032 : (Channel Adapter portguid guid: r02n11)
0x0007 029 : (Channel Adapter portguid guid: r02n09)
0x0008 029 : (Channel Adapter portguid guid: r02n04)
0x0009 032 : (Channel Adapter portguid guid: r02n02)
0x000a 031 : (Channel Adapter portguid guid: r02n06)
0x000b 032 : (Channel Adapter portguid guid: r02n07)
0x000c 031 : (Channel Adapter portguid guid: r02n14)
0x000d 030 : (Channel Adapter portguid guid: r02n16)
0x000e 031 : (Channel Adapter portguid guid: r02n10)
0x000f 030 : (Channel Adapter portguid guid: r02n03)
0x0010 031 : (Channel Adapter portguid guid: r02n01)
0x0011 029 : (Channel Adapter portguid guid: r02n18)
0x0013 032 : (Channel Adapter portguid guid: r06n05)
0x0014 030 : (Channel Adapter portguid guid: r06n16)
0x0015 032 : (Channel Adapter portguid guid: r05n11)
0x0016 030 : (Channel Adapter portguid guid: r06n06)
0x0017 032 : (Channel Adapter portguid guid: r05n03)
0x0018 031 : (Channel Adapter portguid guid: r07n12)
0x0019 031 : (Channel Adapter portguid guid: r06n18)
0x001a 030 : (Channel Adapter portguid guid: r07n10)
0x001c 031 : (Channel Adapter portguid guid: r05n10)
0x001d 030 : (Channel Adapter portguid guid: r07n06)
0x001e 032 : (Channel Adapter portguid guid: r05n15)
0x001f 030 : (Channel Adapter portguid guid: r05n04)
0x0020 032 : (Channel Adapter portguid guid: r07n01)
0x0021 029 : (Channel Adapter portguid guid: r06n07)
0x0022 030 : (Channel Adapter portguid guid: r08n05)
0x0023 031 : (Channel Adapter portguid guid: r07n08)
0x0024 031 : (Channel Adapter portguid guid: r08n07)
0x0025 032 : (Channel Adapter portguid guid: r04n09)
0x0026 032 : (Channel Adapter portguid guid: r07n05)
0x0027 032 : (Channel Adapter portguid guid: r06n01)
0x0028 030 : (Channel Adapter portguid guid: r08n09)
0x0029 029 : (Channel Adapter portguid guid: r07n03)
0x002a 030 : (Channel Adapter portguid guid: r05n12)
0x002b 029 : (Channel Adapter portguid guid: r08n18)
0x002c 031 : (Channel Adapter portguid guid: r05n14)
0x002d 031 : (Channel Adapter portguid guid: r06n14)
0x002e 029 : (Channel Adapter portguid guid: r05n01)
0x002f 031 : (Channel Adapter portguid guid: r05n18)
0x0030 032 : (Channel Adapter portguid guid: r07n13)
0x0031 029 : (Channel Adapter portguid guid: r05n13)
0x0032 031 : (Channel Adapter portguid guid: r06n10)
0x0033 032 : (Channel Adapter portguid guid: r08n16)
0x0034 029 : (Channel Adapter portguid guid: r07n07)
0x0035 031 : (Channel Adapter portguid guid: r07n04)
0x0036 031 : (Channel Adapter portguid guid: r07n16)
0x0038 029 : (Channel Adapter portguid guid: r08n10)
0x0039 030 : (Channel Adapter portguid guid: r07n02)
0x003a 032 : (Channel Adapter portguid guid: r05n07)
0x003b 029 : (Channel Adapter portguid guid: r06n13)
0x003c 031 : (Channel Adapter portguid guid: r05n02)
0x003d 032 : (Channel Adapter portguid guid: r08n08)
0x003e 030 : (Channel Adapter portguid guid: r08n17)
0x003f 032 : (Channel Adapter portguid guid: r08n04)
0x0040 031 : (Channel Adapter portguid guid: r06n04)
0x0041 030 : (Channel Adapter portguid guid: r05n16)
0x0042 029 : (Channel Adapter portguid guid: r07n11)
0x0043 031 : (Channel Adapter portguid guid: r08n15)
0x0044 030 : (Channel Adapter portguid guid: r07n14)
0x0045 031 : (Channel Adapter portguid guid: r08n03)
0x0046 029 : (Channel Adapter portguid guid: r05n05)
0x0047 031 : (Channel Adapter portguid guid: r05n06)
0x0048 032 : (Channel Adapter portguid guid: r06n15)
0x0049 029 : (Channel Adapter portguid guid: r07n15)
0x004a 032 : (Channel Adapter portguid guid: r07n17)
0x004b 029 : (Channel Adapter portguid guid: r06n03)
0x004c 030 : (Channel Adapter portguid guid: r05n08)
0x004d 030 : (Channel Adapter portguid guid: r06n12)
0x004e 029 : (Channel Adapter portguid guid: r06n17)
0x004f 030 : (Channel Adapter portguid guid: r08n13)
0x0050 031 : (Channel Adapter portguid guid: r08n11)
0x0051 030 : (Channel Adapter portguid guid: r09n03)
0x0052 030 : (Channel Adapter portguid guid: r09n07)
0x0053 029 : (Channel Adapter portguid guid: r08n14)
0x0054 030 : (Channel Adapter portguid guid: r09n11)
0x0055 029 : (Channel Adapter portguid guid: r08n06)
0x0056 032 : (Channel Adapter portguid guid: r08n12)
0x0057 029 : (Channel Adapter portguid guid: r08n02)
0x0058 032 : (Channel Adapter portguid guid: r06n11)
0x0059 029 : (Channel Adapter portguid guid: r05n17)
0x005a 030 : (Channel Adapter portguid guid: r08n01)
0x005b 032 : (Channel Adapter portguid guid: r04n05)
0x005c 032 : (Channel Adapter portguid guid: r07n09)
0x005d 030 : (Channel Adapter portguid guid: r06n02)
0x005e 032 : (Channel Adapter portguid guid: r01n12)
0x005f 030 : (Channel Adapter portguid guid: r03n07)
0x0060 030 : (Channel Adapter portguid guid: MF0;switch-e1b2ec:SX6036/U1)
0x0061 032 : (Channel Adapter portguid guid: r01n04)
0x0062 031 : (Channel Adapter portguid guid: r01n07)
0x0063 032 : (Channel Adapter portguid guid: r03n14)
0x0064 031 : (Channel Adapter portguid guid: r03n13)
0x0065 029 : (Channel Adapter portguid guid: r01n18)
0x0066 032 : (Channel Adapter portguid guid: r04n13)
0x0067 029 : (Channel Adapter portguid guid: r09n12)
0x0068 030 : (Channel Adapter portguid guid: r01n09)
0x0069 031 : (Channel Adapter portguid guid: r04n08)
0x006a 032 : (Channel Adapter portguid guid: r03n10)
0x006b 029 : (Channel Adapter portguid guid: r01n02)
0x006c 029 : (Channel Adapter portguid guid: r05n09)
0x006d 032 : (Channel Adapter portguid guid: r09n16)
0x006e 029 : (Channel Adapter portguid guid: r09n08)
0x006f 032 : (Channel Adapter portguid guid: r01n16)
0x0070 029 : (Channel Adapter portguid guid: r03n04)
0x0071 030 : (Channel Adapter portguid guid: r04n10)
0x0072 031 : (Channel Adapter portguid guid: r04n12)
0x0073 031 : (Channel Adapter portguid guid: r04n04)
0x0074 031 : (Channel Adapter portguid guid: r01n11)
0x0075 031 : (Channel Adapter portguid guid: r03n01)
0x0076 029 : (Channel Adapter portguid guid: r09n04)
0x0077 031 : (Channel Adapter portguid guid: r09n14)
0x0078 031 : (Channel Adapter portguid guid: r01n03)
0x0079 032 : (Channel Adapter portguid guid: r09n06)
0x007a 031 : (Channel Adapter portguid guid: r03n17)
0x007b 030 : (Channel Adapter portguid guid: r01n05)
0x007c 029 : (Channel Adapter portguid guid: r01n10)
0x007d 031 : (Channel Adapter portguid guid: r09n09)
0x007e 029 : (Channel Adapter portguid guid: r03n12)
0x007f 030 : (Channel Adapter portguid guid: r01n17)
0x0080 032 : (Channel Adapter portguid guid: r09n10)
0x0081 031 : (Channel Adapter portguid guid: r09n05)
0x0082 030 : (Channel Adapter portguid guid: r04n02)
0x0083 030 : (Channel Adapter portguid guid: r03n15)
0x0084 032 : (Channel Adapter portguid guid: r04n01)
0x0085 030 : (Channel Adapter portguid guid: r04n14)
0x0086 030 : (Channel Adapter portguid guid: r09n17)
0x0087 029 : (Channel Adapter portguid guid: r04n03)
0x0088 029 : (Channel Adapter portguid guid: r04n11)
0x0089 029 : (Channel Adapter portguid guid: r01n14)
0x008a 029 : (Channel Adapter portguid guid: r04n15)
0x008b 030 : (Channel Adapter portguid guid: r04n18)
0x008c 030 : (Channel Adapter portguid guid: r03n11)
0x008d 032 : (Channel Adapter portguid guid: r09n02)
0x008e 031 : (Channel Adapter portguid guid: r09n01)
0x008f 029 : (Channel Adapter portguid guid: r03n16)
0x0090 029 : (Channel Adapter portguid guid: r03n08)
0x0091 030 : (Channel Adapter portguid guid: r04n06)
0x0092 032 : (Channel Adapter portguid guid: r03n06)
0x0093 032 : (Channel Adapter portguid guid: r03n02)
0x0094 030 : (Channel Adapter portguid guid: r01n13)
0x0095 031 : (Channel Adapter portguid guid: r04n16)
0x0098 032 : (Channel Adapter portguid guid: r01n08)
0x0099 031 : (Channel Adapter portguid guid: r03n09)
0x009a 031 : (Channel Adapter portguid guid: r01n15)
0x009b 029 : (Channel Adapter portguid guid: r04n07)
0x009c 029 : (Channel Adapter portguid guid: r01n06)
0x009d 030 : (Channel Adapter portguid guid: r03n03)
0x009e 032 : (Channel Adapter portguid guid: r04n17)
0x009f 031 : (Channel Adapter portguid guid: r03n05)
0x00a0 030 : (Channel Adapter portguid guid: r01n01)
0x00a1 032 : (Channel Adapter portguid guid: MF0;switch-e1b17c:SX6036/U1)
0x00a2 031 : (Channel Adapter portguid guid: MF0;switch-e68364:SX6036/U1)
0x00a3 029 : (Channel Adapter portguid guid: MF0;switch-e1b324:SX6036/U1)
0x00a6 031 : (Channel Adapter portguid guid: MF0;ibswitch:SX6036/U1)
0x00a9 032 : (Channel Adapter portguid guid: SwitchX -  Mellanox Technologies)
0x00aa 029 : (Channel Adapter portguid guid: MF0;ibleaf1:SX6036/U1)
Unicast lids [0x0-0xaa] of switch guid 0xe41d2d030007e620
0x0001 017 : (Channel Adapter portguid guid: lqcd-login)
0x0002 012 : (Channel Adapter portguid guid: r02n12)
